pinanol(1)
experiment no. 5,0.314148647,5.436981E-13,0.314148647
experiment no. 6,0.444707822,1.140677E-11,0.444707822
experiment no. 7,0.493882439,1.217838E-11,0.493882439
experiment no. 8,0.528657263,6.995061E-12,0.528657263
experiment no. 9,0.479568872,2.489431E-12,0.479568872
experiment no. 10,0.467588514,2.0243E-12,0.467588514
experiment no. 11,0.396632276,1.429257E-12,0.396632276
experiment no. 12,0.41207097,8.325247E-13,0.41207097
experiment no. 13,0.292425646,5.167292E-13,0.292425646
experiment no. 14,0.149549075,2.547614E-13,0.149549075
experiment no. 15,0.523644638,7.471967E-12,0.523644638
experiment no. 16,0.302284964,2.291613E-12,0.302284964
experiment no. 17,0.2330408,1.442078E-13,0.2330408
experiment no. 18,0.078991377,4.058226E-14,0.078991377
experiment no. 19,0.586981654,2.43109E-11,0.586981654
experiment no. 20,0.493344982,1.640784E-11,0.493344982
experiment no. 21,0.459170225,8.212376E-13,0.459170225
experiment no. 22,0.33652273,4.243083E-13,0.33652273
experiment no. 23,0.247154472,1.872073E-14,0.247154472
experiment no. 24,0.079270749,5.555159E-15,0.079270749
experiment no. 25,0.380390521,1.438607E-13,0.380390521
experiment no. 26,0.168666452,4.777733E-14,0.168666452
experiment no. 27,0.496363213,6.15472E-12,0.496363213
experiment no. 28,0.491722458,3.175904E-12,0.491722458
experiment no. 29,0.382577659,2.291778E-13,0.382577659
experiment no. 30,0.315794904,5.272679E-13,0.315794904
experiment no. 31,0.368213998,1.192349E-13,0.368213998
experiment no. 32,0.293236943,6.36054E-14,0.293236943
experiment no. 33,0.314163353,1.393065E-14,0.314163353
experiment no. 34,0.125967919,5.227594E-15,0.125967919

CH4(5)
experiment no. 0,null,0.1682874,null
experiment no. 1,null,0.1682874,null
experiment no. 2,null,0.1682874,null
experiment no. 3,null,0.1682874,null
experiment no. 4,null,0.1682874,null
experiment no. 5,null,0.1682874,null
experiment no. 6,null,0.1682874,null
experiment no. 7,null,0.1682874,null
experiment no. 8,null,0.1682874,null
experiment no. 9,null,0.1682874,null
experiment no. 10,null,0.1682874,null
experiment no. 11,null,0.1682874,null
experiment no. 12,null,0.4699201,null
experiment no. 13,null,0.4699201,null
experiment no. 14,null,0.4699201,null
experiment no. 15,null,0.4699201,null
experiment no. 16,null,0.4699201,null
experiment no. 17,null,0.4699201,null
experiment no. 18,null,0.4699201,null
experiment no. 19,null,0.4699201,null
experiment no. 20,null,0.4699201,null
experiment no. 21,null,0.4699201,null
experiment no. 22,null,0.4699201,null
experiment no. 23,null,0.4699201,null
experiment no. 24,null,0.4699201,null
experiment no. 25,null,0.4699201,null
experiment no. 26,null,0.4699201,null
experiment no. 27,null,0.4699201,null
experiment no. 28,null,0.4699201,null
experiment no. 29,null,0.1513256,null
experiment no. 30,null,0.1513256,null
experiment no. 31,null,0.1513256,null
experiment no. 32,null,0.1513256,null
experiment no. 33,null,0.1513256,null
experiment no. 34,null,0.1513256,null

BIRAD1
experiment no. 0,0.0,6.838386E-14,0.0
experiment no. 1,0.0,7.902342E-14,0.0
experiment no. 2,0.0,7.893392E-14,0.0
experiment no. 3,0.0,4.771538E-13,0.0
experiment no. 4,0.0,5.451063E-13,0.0
experiment no. 5,0.0,5.825925E-13,0.0
experiment no. 6,0.0,2.723307E-12,0.0
experiment no. 7,0.0,3.085967E-12,0.0
experiment no. 8,0.0,2.720962E-12,0.0
experiment no. 9,0.0,9.214669E-13,0.0
experiment no. 10,0.0,1.119293E-12,0.0
experiment no. 11,0.0,1.050612E-12,0.0
experiment no. 12,0.0,5.510522E-13,0.0
experiment no. 13,0.0,5.160541E-13,0.0
experiment no. 14,0.0,5.879427E-13,0.0
experiment no. 15,0.0,2.675235E-12,0.0
experiment no. 16,0.0,2.37281E-12,0.0
experiment no. 17,0.0,2.033998E-13,0.0
experiment no. 18,0.0,1.654769E-13,0.0
experiment no. 19,0.0,7.414253E-12,0.0
experiment no. 20,0.0,8.354641E-12,0.0
experiment no. 21,0.0,2.840203E-13,0.0
experiment no. 22,0.0,3.711611E-13,0.0
experiment no. 23,0.0,2.102005E-14,0.0
experiment no. 24,0.0,1.954122E-14,0.0
experiment no. 25,0.0,8.875086E-14,0.0
experiment no. 26,0.0,8.856977E-14,0.0
experiment no. 27,0.0,1.439421E-12,0.0
experiment no. 28,0.0,1.532048E-12,0.0
experiment no. 29,0.0,1.416928E-13,0.0
experiment no. 30,0.0,1.419746E-13,0.0
experiment no. 31,0.0,4.860634E-14,0.0
experiment no. 32,0.0,5.625222E-14,0.0
experiment no. 33,0.0,1.08302E-14,0.0
experiment no. 34,0.0,1.086114E-14,0.0

BIRAD2
experiment no. 0,0.0,7.907844E-14,0.0
experiment no. 1,0.0,9.132763E-14,0.0
experiment no. 2,0.0,9.122463E-14,0.0
experiment no. 3,0.0,5.472228E-13,0.0
experiment no. 4,0.0,6.247838E-13,0.0
experiment no. 5,0.0,6.67551E-13,0.0
experiment no. 6,0.0,3.098321E-12,0.0
experiment no. 7,0.0,3.508828E-12,0.0
experiment no. 8,0.0,3.095665E-12,0.0
experiment no. 9,0.0,1.05366E-12,0.0
experiment no. 10,0.0,1.278729E-12,0.0
experiment no. 11,0.0,1.200612E-12,0.0
experiment no. 12,0.0,6.302883E-13,0.0
experiment no. 13,0.0,5.904337E-13,0.0
experiment no. 14,0.0,6.722851E-13,0.0
experiment no. 15,0.0,3.037318E-12,0.0
experiment no. 16,0.0,2.695521E-12,0.0
experiment no. 17,0.0,2.336819E-13,0.0
experiment no. 18,0.0,1.902836E-13,0.0
experiment no. 19,0.0,8.375514E-12,0.0
experiment no. 20,0.0,9.432142E-12,0.0
experiment no. 21,0.0,3.258267E-13,0.0
experiment no. 22,0.0,4.252877E-13,0.0
experiment no. 23,0.0,2.437901E-14,0.0
experiment no. 24,0.0,2.267044E-14,0.0
experiment no. 25,0.0,1.023276E-13,0.0
experiment no. 26,0.0,1.021197E-13,0.0
experiment no. 27,0.0,1.63909E-12,0.0
experiment no. 28,0.0,1.744051E-12,0.0
experiment no. 29,0.0,1.633704E-13,0.0
experiment no. 30,0.0,1.636939E-13,0.0
experiment no. 31,0.0,5.62906E-14,0.0
experiment no. 32,0.0,6.510672E-14,0.0
experiment no. 33,0.0,1.261623E-14,0.0
experiment no. 34,0.0,1.265215E-14,0.0

TERPINEOL
experiment no. 0,0.026394278,2.236159E-15,0.026394278
experiment no. 1,0.015420744,1.164471E-15,0.015420744
experiment no. 2,0.009601682,7.46605E-16,0.009601682
experiment no. 3,0.044959821,3.275351E-14,0.044959821
experiment no. 4,0.029724786,1.75383E-14,0.029724786
experiment no. 5,0.021787729,1.251951E-14,0.021787729
experiment no. 6,0.053900855,3.035737E-13,0.053900855
experiment no. 7,0.05060655,3.046917E-13,0.05060655
experiment no. 8,0.044288042,1.581206E-13,0.044288042
experiment no. 9,0.044707283,6.681395E-14,0.044707283
experiment no. 10,0.035117349,4.81216E-14,0.035117349
experiment no. 11,0.028518591,3.244745E-14,0.028518591
experiment no. 12,0.027498357,1.936768E-14,0.027498357
experiment no. 13,0.01893843,1.129132E-14,0.01893843
experiment no. 14,0.007824091,5.355795E-15,0.007824091
experiment no. 15,0.037495053,1.661376E-13,0.037495053
experiment no. 16,0.01973895,4.52481E-14,0.01973895
experiment no. 17,0.016450539,3.380507E-15,0.016450539
experiment no. 18,0.004147963,9.036987E-16,0.004147963
experiment no. 19,0.040512692,4.916676E-13,0.040512692
experiment no. 20,0.029086798,3.095816E-13,0.029086798
experiment no. 21,0.043966472,2.473195E-14,0.043966472
experiment no. 22,0.02124129,9.867642E-15,0.02124129
experiment no. 23,0.015955285,5.535229E-16,0.015955285
experiment no. 24,0.004029009,1.428121E-16,0.004029009
experiment no. 25,0.029398327,4.208709E-15,0.029398327
experiment no. 26,0.009603057,1.166764E-15,0.009603057
experiment no. 27,0.043904462,1.611462E-13,0.043904462
experiment no. 28,0.032834084,7.132767E-14,0.032834084
experiment no. 29,0.028695859,6.582956E-15,0.028695859
experiment no. 30,0.048901269,2.481523E-14,0.048901269
experiment no. 31,0.043053186,5.430295E-15,0.043053186
experiment no. 32,0.019318661,1.87517E-15,0.019318661
experiment no. 33,0.026307739,5.610455E-16,0.026307739
experiment no. 34,0.007209675,1.556878E-16,0.007209675

PLINOL
experiment no. 0,0.069023526,1.740884E-14,0.069023526
experiment no. 1,0.023987825,4.881172E-15,0.023987825
experiment no. 2,0.0091974,1.964757E-15,0.0091974
experiment no. 3,0.218594243,3.862845E-13,0.218594243
experiment no. 4,0.079404673,1.130406E-13,0.079404673
experiment no. 5,0.043271443,5.571988E-14,0.043271443
experiment no. 6,0.382562094,4.442737E-12,0.382562094
experiment no. 7,0.313323268,3.934423E-12,0.313323268
experiment no. 8,0.187049497,1.335133E-12,0.187049497
experiment no. 9,0.219297803,7.897771E-13,0.219297803
experiment no. 10,0.123621187,3.64971E-13,0.123621187
experiment no. 11,0.062585166,1.826542E-13,0.062585166
experiment no. 12,0.069655765,1.226329E-13,0.069655765
experiment no. 13,0.026880352,4.331954E-14,0.026880352
experiment no. 14,0.007526973,9.68823E-15,0.007526973
experiment no. 15,0.158686189,1.460603E-12,0.158686189
experiment no. 16,0.023872761,1.349401E-13,0.023872761
experiment no. 17,0.02202924,1.247978E-14,0.02202924
experiment no. 18,0.003035095,1.104731E-15,0.003035095
experiment no. 19,0.164463433,3.881326E-12,0.164463433
experiment no. 20,0.055706871,1.464318E-12,0.055706871
experiment no. 21,0.262322737,3.50917E-13,0.262322737
experiment no. 22,0.039346962,5.070056E-14,0.039346962
experiment no. 23,0.039126016,3.901857E-15,0.039126016
experiment no. 24,0.004331185,2.891813E-16,0.004331185
experiment no. 25,0.108356673,4.244429E-14,0.108356673
experiment no. 26,0.009705217,3.877662E-15,0.009705217
experiment no. 27,0.298833598,2.263856E-12,0.298833598
experiment no. 28,0.104911309,5.31578E-13,0.104911309
experiment no. 29,0.104035165,6.349795E-14,0.104035165
experiment no. 30,0.490457031,5.720421E-13,0.490457031
experiment no. 31,0.322443237,1.0703E-13,0.322443237
experiment no. 32,0.050838582,1.527774E-14,0.050838582
experiment no. 33,0.124502906,7.521618E-15,0.124502906
experiment no. 34,0.005638852,7.309184E-16,0.005638852

ISOPLINOL
experiment no. 0,0.0,3.169141E-17,0.0
experiment no. 1,0.0,9.496436E-18,0.0
experiment no. 2,0.0,3.9908E-18,0.0
experiment no. 3,0.0,7.98882E-16,0.0
experiment no. 4,0.0,2.610227E-16,0.0
experiment no. 5,0.0,1.349595E-16,0.0
experiment no. 6,0.0,1.054687E-14,0.0
experiment no. 7,0.0,1.008867E-14,0.0
experiment no. 8,0.0,3.711931E-15,0.0
experiment no. 9,0.0,1.745736E-15,0.0
experiment no. 10,0.0,8.986753E-16,0.0
experiment no. 11,0.0,4.695652E-16,0.0
experiment no. 12,0.0,3.091861E-16,0.0
experiment no. 13,0.0,1.160485E-16,0.0
experiment no. 14,0.0,2.61459E-17,0.0
experiment no. 15,0.0,4.177481E-15,0.0
experiment no. 16,0.0,4.218274E-16,0.0
experiment no. 17,0.0,2.881168E-17,0.0
experiment no. 18,0.0,2.64731E-18,0.0
experiment no. 19,0.0,1.293448E-14,0.0
experiment no. 20,0.0,5.177557E-15,0.0
experiment no. 21,0.0,6.912804E-16,0.0
experiment no. 22,0.0,1.237142E-16,0.0
experiment no. 23,0.0,6.637575E-18,0.0
experiment no. 24,0.0,5.656808E-19,0.0
experiment no. 25,0.0,7.904193E-17,0.0
experiment no. 26,0.0,8.276944E-18,0.0
experiment no. 27,0.0,5.575075E-15,0.0
experiment no. 28,0.0,1.446599E-15,0.0
experiment no. 29,0.0,1.214257E-16,0.0
experiment no. 30,0.0,6.939282E-16,0.0
experiment no. 31,0.0,1.282222E-16,0.0
experiment no. 32,0.0,2.672047E-17,0.0
experiment no. 33,0.0,9.608205E-18,0.0
experiment no. 34,0.0,7.809186E-19,0.0

DMO
experiment no. 0,0.004482047,4.900832E-18,0.004482047
experiment no. 1,0.001411049,7.373688E-19,0.001411049
experiment no. 2,4.64924E-4,1.766612E-19,4.64924E-4
experiment no. 3,0.017393958,1.944759E-16,0.017393958
experiment no. 4,0.006132036,2.953182E-17,0.006132036
experiment no. 5,0.003040148,9.789181E-18,0.003040148
experiment no. 6,0.03287643,3.266802E-15,0.03287643
experiment no. 7,0.028427136,2.456051E-15,0.028427136
experiment no. 8,0.016195627,4.999822E-16,0.016195627
experiment no. 9,0.018266407,4.193274E-16,0.018266407
experiment no. 10,0.009337561,1.179827E-16,0.009337561
experiment no. 11,0.004866654,4.226808E-17,0.004866654
experiment no. 12,0.005155942,3.149738E-17,0.005155942
experiment no. 13,0.001425473,6.357744E-18,0.001425473
experiment no. 14,0.0,6.806685E-19,0.0
experiment no. 15,0.014246142,5.953799E-16,0.014246142
experiment no. 16,0.001446834,1.691614E-17,0.001446834
experiment no. 17,0.001019872,1.731917E-18,0.001019872
experiment no. 18,0.001041038,4.805962E-20,0.001041038
experiment no. 19,0.015380749,1.462425E-15,0.015380749
experiment no. 20,0.004727889,3.197926E-16,0.004727889
experiment no. 21,0.021825083,2.188238E-16,0.021825083
experiment no. 22,0.00303447,1.021269E-17,0.00303447
experiment no. 23,0.001626016,9.564889E-19,0.001626016
experiment no. 24,0.0,2.008603E-20,0.0
experiment no. 25,0.008183859,1.664492E-17,0.008183859
experiment no. 26,6.12961E-4,4.623081E-19,6.12961E-4
experiment no. 27,0.027313836,1.517394E-15,0.027313836
experiment no. 28,0.009307921,1.759899E-16,0.009307921
experiment no. 29,0.008142323,2.340679E-17,0.008142323
experiment no. 30,0.038584546,6.421238E-16,0.038584546
experiment no. 31,0.024851373,9.100702E-17,0.024851373
experiment no. 32,0.003558701,4.442471E-18,0.003558701
experiment no. 33,0.007851535,3.919613E-18,0.007851535
experiment no. 34,0.0,4.149751E-20,0.0

